prompt,pipeline
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.20:8061/4"", ""video_scale"": {""width"": 1111, ""height"": 894}, ""frame_rate"": ""25/10"", ""detect"": {""model"": ""/home/user/.local/models/tensorflow/classification/2.1/FP16/model_1163.xml"", ""device"": ""GPU"", ""model_proc"": ""/var/lib/intel/model_proc/detection/model_2699.json""}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""classify"": {""model"": ""/usr/local/models/intel/detection/5.0/INT8/model_2561.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list"", ""model_proc"": ""/usr/share/intel/model_proc/detection/model_2770.json""}, ""emit_signals"": false, ""sync"": false, ""drop"": true, ""max_buffers"": 244}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.20:8061/4 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=25/10 ! videoscale ! video/x-raw,width=1111,height=894 ! gvadetect model=/home/user/.local/models/tensorflow/classification/2.1/FP16/model_1163.xml device=GPU model-proc=/var/lib/intel/model_proc/detection/model_2699.json ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! gvaclassify model=/usr/local/models/intel/detection/5.0/INT8/model_2561.xml device=CPU inference-region=roi-list model-proc=/usr/share/intel/model_proc/detection/model_2770.json ! queue ! appsink name=appsink emit-signals=False drop=True sync=False max-buffers=244"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/mall/checkout_9/cam_3.mp4"", ""video_crop"": {""top"": 496, ""left"": 6, ""right"": 61, ""bottom"": 243}, ""caps_filter"": ""BGR"", ""detect"": {""model"": ""/var/lib/models/onnx/detection/1.0/FP32/model_4461.xml"", ""device"": ""GPU"", ""inference_interval"": 2}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""inference"": [{""model"": ""/usr/local/models/pytorch/detection/2.0/FP32/model_7792.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/intel/segmentation/2.0/FP32/model_4659.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/onnx/recognition/2.1/FP32/model_4169.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/tensorflow/classification/3.0/FP16/model_2797.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": false}","gst-launch-1.0 filesrc location=/opt/data/mall/checkout_9/cam_3.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=BGR ! videocrop top=496 left=6 right=61 bottom=243 ! queue ! gvadetect model=/var/lib/models/onnx/detection/1.0/FP32/model_4461.xml device=GPU inference-interval=2 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvainference model=/usr/local/models/pytorch/detection/2.0/FP32/model_7792.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/usr/local/models/intel/segmentation/2.0/FP32/model_4659.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/var/lib/models/onnx/recognition/2.1/FP32/model_4169.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/tensorflow/classification/3.0/FP16/model_2797.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/shop/shelf_5/sensor_1.mp4"", ""video_crop"": {""top"": 260, ""left"": 4, ""right"": 35, ""bottom"": 465}, ""video_scale"": {""width"": 1020, ""height"": 782}, ""frame_rate"": ""5/1"", ""detect"": {""model"": ""/home/user/.local/models/openvino/detection/5.0/FP16/model_6749.xml"", ""device"": ""GPU"", ""threshold"": 0.74, ""inference_interval"": 10}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""emit_signals"": true, ""sync"": true, ""drop"": false, ""max_buffers"": 635}","gst-launch-1.0 filesrc location=/opt/data/shop/shelf_5/sensor_1.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=5/1 ! videocrop top=260 left=4 right=35 bottom=465 ! queue ! videoscale ! video/x-raw,width=1020,height=782 ! gvadetect model=/home/user/.local/models/openvino/detection/5.0/FP16/model_6749.xml device=GPU threshold=0.74 inference-interval=10 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! appsink name=appsink emit-signals=True drop=False sync=True max-buffers=635"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/warehouse/entrance_8/device_8.mp4"", ""video_scale"": {""width"": 1272, ""height"": 578}, ""caps_filter"": ""GBR_16LE"", ""detect"": {""model"": ""/var/lib/models/onnx/classification/4.0/INT8/model_8965.xml"", ""device"": ""HDDL"", ""threshold"": 0.82}, ""track"": {""tracking_type"": 0}, ""classify"": {""model"": ""/opt/models/onnx/recognition/3.0/INT8/model_3557.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, ""inference"": [{""model"": ""/var/lib/models/intel/segmentation/2.1/FP16/model_6716.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": false, ""drop"": false, ""max_buffers"": 807}","gst-launch-1.0 filesrc location=/opt/data/warehouse/entrance_8/device_8.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=GBR_16LE ! videoscale ! video/x-raw,width=1272,height=578 ! gvadetect model=/var/lib/models/onnx/classification/4.0/INT8/model_8965.xml device=HDDL threshold=0.82 ! queue ! gvatrack tracking-type=0 ! queue ! gvaclassify model=/opt/models/onnx/recognition/3.0/INT8/model_3557.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/var/lib/models/intel/segmentation/2.1/FP16/model_6716.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=False max-buffers=807"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/store_1/entrance_3.mp4"", ""caps_filter"": ""BGR16"", ""detect"": {""model"": ""/usr/local/models/tensorflow/segmentation/5.0/FP16/model_9781.xml"", ""device"": ""CPU"", ""model_proc"": ""/var/lib/intel/model_proc/detection/model_9850.json""}, ""track"": {""tracking_type"": 2}, ""inference"": [{""model"": ""/var/lib/models/tensorflow/detection/4.0/FP16/model_7049.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/pytorch/segmentation/1.0/INT8/model_1789.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/onnx/segmentation/2.0/FP32/model_7996.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/openvino/segmentation/5.0/FP32/model_6575.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": false, ""drop"": true, ""max_buffers"": 594}","gst-launch-1.0 filesrc location=/opt/data/store_1/entrance_3.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=BGR16 ! gvadetect model=/usr/local/models/tensorflow/segmentation/5.0/FP16/model_9781.xml device=CPU model-proc=/var/lib/intel/model_proc/detection/model_9850.json ! queue ! gvatrack tracking-type=2 ! queue ! gvainference model=/var/lib/models/tensorflow/detection/4.0/FP16/model_7049.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/usr/share/models/pytorch/segmentation/1.0/INT8/model_1789.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/var/lib/models/onnx/segmentation/2.0/FP32/model_7996.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/var/lib/models/openvino/segmentation/5.0/FP32/model_6575.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=False max-buffers=594"
"{""source_type"": ""file"", ""source_location"": ""/opt/retail_9/entrance/device_10.mp4"", ""video_crop"": {""top"": 0, ""left"": 13, ""right"": 85, ""bottom"": 156}, ""video_scale"": {""width"": 1120, ""height"": 1024}, ""detect"": {""model"": ""/home/user/.local/models/tensorflow/segmentation/4.0/FP32/model_9850.xml"", ""device"": ""HDDL"", ""threshold"": 0.7, ""inference_interval"": 3}, ""track"": {""tracking_type"": 0}, ""classify"": {""model"": ""/usr/local/models/intel/recognition/2.0/FP32/model_2834.xml"", ""device"": ""GPU"", ""inference_region"": ""full-frame"", ""model_proc"": ""/opt/intel/model_proc/recognition/model_6093.json""}, ""inference"": [{""model"": ""/home/user/.local/models/onnx/classification/2.0/FP16/model_5130.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/onnx/recognition/4.0/INT8/model_4196.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/tensorflow/classification/3.0/FP32/model_7009.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/intel/classification/5.0/INT8/model_1585.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": true, ""drop"": false, ""max_buffers"": 292}","gst-launch-1.0 filesrc location=/opt/retail_9/entrance/device_10.mp4 ! decodebin ! videocrop top=0 left=13 right=85 bottom=156 ! queue ! videoscale ! video/x-raw,width=1120,height=1024 ! gvadetect model=/home/user/.local/models/tensorflow/segmentation/4.0/FP32/model_9850.xml device=HDDL threshold=0.7 inference-interval=3 ! queue ! gvatrack tracking-type=0 ! queue ! gvaclassify model=/usr/local/models/intel/recognition/2.0/FP32/model_2834.xml device=GPU inference-region=full-frame model-proc=/opt/intel/model_proc/recognition/model_6093.json ! queue ! gvainference model=/home/user/.local/models/onnx/classification/2.0/FP16/model_5130.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/var/lib/models/onnx/recognition/4.0/INT8/model_4196.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/var/lib/models/tensorflow/classification/3.0/FP32/model_7009.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/intel/classification/5.0/INT8/model_1585.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=True max-buffers=292"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/store_10/storage_1.mp4"", ""video_scale"": {""width"": 816, ""height"": 973}, ""caps_filter"": ""ARGB"", ""frame_rate"": ""30/2"", ""detect"": {""model"": ""/home/user/.local/models/intel/segmentation/4.0/FP16/model_9435.xml"", ""device"": ""GPU"", ""threshold"": 0.86}, ""track"": {""tracking_type"": 2}, ""emit_signals"": false, ""sync"": false, ""drop"": false}","gst-launch-1.0 filesrc location=/opt/data/store_10/storage_1.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=30/2 ! videoconvert ! capsfilter caps=video/x-raw,format=ARGB ! videoscale ! video/x-raw,width=816,height=973 ! gvadetect model=/home/user/.local/models/intel/segmentation/4.0/FP16/model_9435.xml device=GPU threshold=0.86 ! queue ! gvatrack tracking-type=2 ! queue ! appsink name=appsink emit-signals=False drop=False sync=False"
"{""source_type"": ""file"", ""source_location"": ""/opt/mall_2/storage/sensor_9.mp4"", ""video_crop"": {""top"": 88, ""left"": 78, ""right"": 15, ""bottom"": 354}, ""caps_filter"": ""BGRA"", ""frame_rate"": ""60/3"", ""detect"": {""model"": ""/var/lib/models/pytorch/classification/1.0/FP16/model_8202.xml"", ""device"": ""CPU"", ""threshold"": 0.82}, ""track"": {""tracking_type"": 1}, ""emit_signals"": false, ""sync"": false, ""drop"": false, ""max_buffers"": 129}","gst-launch-1.0 filesrc location=/opt/mall_2/storage/sensor_9.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=60/3 ! videoconvert ! capsfilter caps=video/x-raw,format=BGRA ! videocrop top=88 left=78 right=15 bottom=354 ! queue ! gvadetect model=/var/lib/models/pytorch/classification/1.0/FP16/model_8202.xml device=CPU threshold=0.82 ! queue ! gvatrack tracking-type=1 ! queue ! appsink name=appsink emit-signals=False drop=False sync=False max-buffers=129"
"{""source_type"": ""file"", ""source_location"": ""/opt/mall_6/surveillance/camera_5.mp4"", ""video_crop"": {""top"": 0, ""left"": 69, ""right"": 90, ""bottom"": 140}, ""frame_rate"": ""10/10"", ""detect"": {""model"": ""/opt/models/onnx/classification/2.1/FP32/model_6331.xml"", ""device"": ""GPU""}, ""track"": {""tracking_type"": 1}, ""emit_signals"": true, ""sync"": true, ""drop"": false}","gst-launch-1.0 filesrc location=/opt/mall_6/surveillance/camera_5.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=10/10 ! videocrop top=0 left=69 right=90 bottom=140 ! queue ! gvadetect model=/opt/models/onnx/classification/2.1/FP32/model_6331.xml device=GPU ! queue ! gvatrack tracking-type=1 ! queue ! appsink name=appsink emit-signals=True drop=False sync=True"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.167:8044/backup_high"", ""video_crop"": {""top"": 0, ""left"": 12, ""right"": 97, ""bottom"": 154}, ""video_scale"": {""width"": 1681, ""height"": 896}, ""caps_filter"": ""RGBx"", ""detect"": {""model"": ""/var/lib/models/tensorflow/detection/2.0/FP16/model_8750.xml"", ""device"": ""GPU"", ""threshold"": 0.7}, ""track"": {""tracking_type"": 0}, ""inference"": [{""model"": ""/opt/models/tensorflow/segmentation/1.0/FP16/model_9456.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/tensorflow/recognition/2.1/FP32/model_7801.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/openvino/segmentation/4.0/FP16/model_9509.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.167:8044/backup_high ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=RGBx ! videocrop top=0 left=12 right=97 bottom=154 ! queue ! videoscale ! video/x-raw,width=1681,height=896 ! gvadetect model=/var/lib/models/tensorflow/detection/2.0/FP16/model_8750.xml device=GPU threshold=0.7 ! queue ! gvatrack tracking-type=0 ! queue ! gvainference model=/opt/models/tensorflow/segmentation/1.0/FP16/model_9456.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/usr/local/models/tensorflow/recognition/2.1/FP32/model_7801.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/usr/local/models/openvino/segmentation/4.0/FP16/model_9509.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/store_6/surveillance/sensor_2.mp4"", ""video_crop"": {""top"": 355, ""left"": 87, ""right"": 41, ""bottom"": 61}, ""detect"": {""model"": ""/usr/share/models/openvino/segmentation/3.0/FP16/model_4261.xml"", ""device"": ""HDDL"", ""model_proc"": ""/usr/local/intel/model_proc/detection/model_7147.json"", ""threshold"": 0.86, ""inference_interval"": 9}, ""track"": {""tracking_type"": 0}, ""emit_signals"": false, ""sync"": false, ""drop"": false, ""max_buffers"": 683}",gst-launch-1.0 filesrc location=/opt/store_6/surveillance/sensor_2.mp4 ! decodebin ! videocrop top=355 left=87 right=41 bottom=61 ! queue ! gvadetect model=/usr/share/models/openvino/segmentation/3.0/FP16/model_4261.xml device=HDDL model-proc=/usr/local/intel/model_proc/detection/model_7147.json threshold=0.86 inference-interval=9 ! queue ! gvatrack tracking-type=0 ! queue ! appsink name=appsink emit-signals=False drop=False sync=False max-buffers=683
"{""source_type"": ""file"", ""source_location"": ""/opt/data/store/storage_4/sensor_7.mp4"", ""video_crop"": {""top"": 361, ""left"": 62, ""right"": 2, ""bottom"": 420}, ""frame_rate"": ""25/1"", ""detect"": {""model"": ""/usr/share/models/intel/segmentation/3.0/INT8/model_2493.xml"", ""device"": ""HDDL"", ""model_proc"": ""/usr/local/intel/model_proc/segmentation/model_9791.json"", ""threshold"": 0.76, ""inference_interval"": 4}, ""track"": {""tracking_type"": 0}, ""classify"": {""model"": ""/var/lib/models/tensorflow/detection/4.0/FP32/model_9492.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list"", ""model_proc"": ""/var/lib/intel/model_proc/recognition/model_2902.json""}, ""emit_signals"": true, ""sync"": false, ""drop"": false, ""max_buffers"": 59}","gst-launch-1.0 filesrc location=/opt/data/store/storage_4/sensor_7.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=25/1 ! videocrop top=361 left=62 right=2 bottom=420 ! queue ! gvadetect model=/usr/share/models/intel/segmentation/3.0/INT8/model_2493.xml device=HDDL model-proc=/usr/local/intel/model_proc/segmentation/model_9791.json threshold=0.76 inference-interval=4 ! queue ! gvatrack tracking-type=0 ! queue ! gvaclassify model=/var/lib/models/tensorflow/detection/4.0/FP32/model_9492.xml device=HDDL inference-region=roi-list model-proc=/var/lib/intel/model_proc/recognition/model_2902.json ! queue ! appsink name=appsink emit-signals=True drop=False sync=False max-buffers=59"
"{""source_type"": ""file"", ""source_location"": ""/opt/warehouse_3/entrance/sensor_10.mp4"", ""video_scale"": {""width"": 877, ""height"": 1037}, ""frame_rate"": ""2/1"", ""detect"": {""model"": ""/var/lib/models/openvino/recognition/4.0/INT8/model_5974.xml"", ""device"": ""CPU"", ""inference_interval"": 1}, ""track"": {""tracking_type"": 2}, ""emit_signals"": false, ""sync"": false, ""drop"": false}","gst-launch-1.0 filesrc location=/opt/warehouse_3/entrance/sensor_10.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=2/1 ! videoscale ! video/x-raw,width=877,height=1037 ! gvadetect model=/var/lib/models/openvino/recognition/4.0/INT8/model_5974.xml device=CPU inference-interval=1 ! queue ! gvatrack tracking-type=2 ! queue ! appsink name=appsink emit-signals=False drop=False sync=False"
